user_id,name,surname,email,birth_date,nationality,marital_status,sex,height,weight,phone,country,city,state,zip_code,latitude,longitude,job_title,salary,salary_currency,employment_status,company_name,company_size,years_experience,job_satisfaction,work_from_home_days,commute_time_minutes,vacation_days,start_date,education_level,field_of_study,university,graduation_year,student_debt,gpa,blood_type,has_insurance,is_smoker,last_medical_check,bmi,bmi_category,weekly_exercise_hours,alcohol_consumption,diet_type,sleep_hours,chronic_conditions,allergies,number_of_children,dependents,living_with_parents,household_size,spouse_employed,annual_household_income,credit_score,housing_cost,food_expenses,transportation_cost,debt_amount,savings,investment_portfolio_value,monthly_disposable_income,has_mortgage
49,Sandra,de la Garza,sandra.de la garza46@outlook.com,2000-10-22,Costa Rica,Single,Male,198,118,+506 6412 8408,Costa Rica,San Rafael,Provincia de Alajuela,20803,10.0985,-84.2578,Artist,1615.0,USD,Full-time,Netflix Animation,Large (501-5000),2,Very Unsatisfied,0,78,20,2024-07-10,High School,Arts,Technical High School,2019.0,0.0,2.54,A+,Yes,No,2025-06-04,30.1,Obese,5,Moderate,Omnivore,5.5,None,Food,1,1,No,2,Not Married,18479.49,543,516.07,207.43,121.09,4443.58,7592.06,10355.12,770.41,No
50,Aída,Izquierdo,aída.izquierdo86@outlook.com,1971-08-25,Spain,Widowed,Female,177,50,+34 658 374 345,Spain,Pujaire (Almeria),Andalucia,04151,36.8381,-2.4597,Engineer,8082.0,USD,Full-time,Fluor Corporation,Large (501-5000),32,Very Satisfied,2,31,33,1994-07-18,Technical,Engineering,Vocational School,1992.0,0.0,,B-,Yes,Yes,2026-02-24,16.0,Underweight,3,High,Pescatarian,8.4,None,Food,1,1,No,2,Not Married,102096.96,740,2415.64,1265.71,809.09,3534.67,35955.87,19467.33,3591.56,Yes
51,Daren,West,daren.west94@gmail.com,1985-07-17,Germany,Married,Male,179,64,+49 180 967 2642,Germany,Agentur für Arbeit Stuttgart,Baden-Württemberg,70145,48.7936,9.1902,Scientist,7497.0,USD,Full-time,Institute for Bioengineering of Catalonia,Small (1-50),14,Very Satisfied,3,31,22,2012-07-13,Master,Science,ETH Zurich,2010.0,12406.79,3.16,A-,No,Yes,2025-10-20,20.0,Normal,9,Moderate,Keto,7.5,None,Food,1,1,No,3,Yes,178572.82,632,1987.99,981.72,727.67,2540.44,44361.01,57261.02,3799.63,Yes
52,Zane,Browning,zane.browning54@outlook.com,1990-07-14,Canada,Single,Male,158,119,+1 732-669-5103,Canada,Northeastern Alberta (Fort Chipewyan),Alberta,Y1R 8W9,58.2626,-110.7467,Engineer,4672.0,USD,Full-time,Hilti,Medium (51-500),15,Satisfied,2,69,23,2011-07-14,Technical,Engineering,Community College,2011.0,0.0,,O+,Yes,Yes,2025-09-24,47.7,Obese,1,Low,Omnivore,5.9,None,Dust,1,1,No,2,Not Married,54468.07,666,1397.34,707.6,492.84,4050.73,16301.84,31100.33,2074.22,Yes
53,Shaneka,Dyer,shaneka.dyer56@outlook.com,2000-02-24,Malaysia,Separated,Female,191,56,+60 1448 259 129,Malaysia,Nusajaya,Johor,79658,1.5014,103.6439,Designer,2640.0,USD,Part-time,Frog Design,Medium (51-500),0,Satisfied,4,37,15,2026-07-10,Bachelor,Design,Stanford,2022.0,5307.1,2.44,O-,Yes,No,2024-10-18,15.4,Underweight,9,Moderate,Keto,8.5,None,None,2,2,No,4,Yes,63506.91,591,789.46,425.44,191.54,3494.45,11686.29,19353.89,1233.57,Yes
54,María Teresa,Zayas,maría teresa.zayas16@outlook.com,1982-04-11,Colombia,Separated,Female,194,52,+57 336 200 4843,Colombia,Puerto Nariño,Amazonas,911017,-3.7889,-70.3558,Doctor,8493.0,USD,Full-time,Johnson & Johnson,Enterprise (5000+),16,Satisfied,0,79,33,2010-07-14,PhD,Medicine,Yale,2010.0,32855.22,3.59,A+,Yes,No,2026-05-01,13.8,Underweight,5,None,Mediterranean,8.7,None,None,1,1,No,3,Yes,176326.63,760,2809.21,1254.92,646.28,352.32,26690.78,77625.76,3782.58,No
55,Norma,Colón,norma.colón86@outlook.com,1972-11-03,Costa Rica,Widowed,Female,162,83,+506 6232 6180,Costa Rica,Hacienda Vieja,Provincia de Alajuela,20903,9.9261,-84.4882,Artist,4275.0,USD,Full-time,Laika Studios,Small (1-50),35,Unsatisfied,0,103,34,1991-07-19,High School,Arts,Technical High School,1991.0,0.0,3.13,AB+,Yes,No,2026-01-08,31.6,Obese,3,None,Keto,5.8,None,Pollen,0,0,No,1,Not Married,47979.57,763,1401.55,611.39,318.94,2779.34,12724.31,14706.92,1943.13,Yes
56,Cleópatra,Melo,cleópatra.melo23@yahoo.com,1999-07-26,Portugal,Single,Female,181,74,+351 959 759 996,Portugal,Bertufo,Aveiro,3750-013,40.5797,-8.3093,Engineer,3291.0,USD,Full-time,Schneider Electric,Enterprise (5000+),3,Satisfied,1,19,21,2023-07-11,Technical,Engineering,Technical Institute,2020.0,0.0,,AB+,Yes,Yes,2024-10-18,22.6,Normal,9,Moderate,Vegetarian,8.6,None,None,2,2,No,3,Not Married,36885.98,634,735.15,395.58,348.9,3598.31,7809.8,20166.4,1811.38,No
57,Alonso,Valdivia,alonso.valdivia75@yahoo.com,1991-09-04,Colombia,Widowed,Female,185,111,+57 324 654 1472,Colombia,Santafe De Antioquia,Antioquia,057058,6.5332,-75.9028,Engineer,4140.0,USD,Full-time,Arup,Large (501-5000),10,Satisfied,5,98,29,2016-07-12,Technical,Engineering,Vocational School,2012.0,0.0,,A-,Yes,No,2025-03-01,32.4,Obese,4,High,Omnivore,7.1,Diabetes,"Dust, Food",0,0,No,1,Not Married,44979.6,662,846.66,594.44,355.11,1260.5,18358.15,45435.48,2343.79,No
58,Dave,Houston,dave.houston48@gmail.com,1992-10-02,Poland,Married,Male,161,65,+48 666 433 147,Poland,Brzeźnik,Lower Silesia,59-700,51.2441,15.4685,Designer,3569.0,USD,Full-time,Pentagram,Small (1-50),9,Unsatisfied,0,92,25,2017-07-12,Bachelor,Design,Stanford,2015.0,1483.89,3.4,B+,Yes,No,2025-05-04,25.1,Overweight,8,Low,Omnivore,8.0,None,None,0,0,No,2,No,40214.14,549,1079.18,458.66,206.31,4899.95,20119.31,42499.2,1824.85,No
59,Ainoa,Suarez,ainoa.suarez72@yahoo.com,1987-05-25,South Africa,Separated,Female,184,69,+27 62 402 9770,South Africa,Pretoria,Pretoria,0027,-25.7069,28.2294,Engineer,5854.0,USD,Full-time,Arup,Large (501-5000),13,Very Satisfied,2,1,27,2013-07-13,Bachelor,Engineering,USP,2009.0,6526.99,3.24,O-,Yes,No,2025-08-16,20.4,Normal,8,Moderate,Pescatarian,8.8,None,Pollen,1,1,No,3,Yes,122830.35,660,1401.21,738.41,589.34,4745.6,21338.09,51638.61,3125.03,Yes
60,Gardela,Barros,gardela.barros42@gmail.com,2004-12-23,Portugal,Divorced,Female,189,89,+351 948 753 798,Portugal,Águeda,Aveiro,3750-124,40.5772,-8.4444,Developer,3920.0,USD,Full-time,Salesforce,Large (501-5000),0,Unsatisfied,0,96,19,2026-07-10,Master,Computer Science,Cambridge,2029.0,33886.87,3.24,B-,Yes,No,2024-11-23,24.9,Normal,6,Moderate,Omnivore,8.8,None,Food,0,0,Yes,3,Not Married,50477.23,592,1293.16,626.63,220.07,229.17,16607.94,40050.73,1780.14,No
61,Rayford,Jarvis,rayford.jarvis74@yahoo.com,2004-06-09,India,Widowed,Male,193,97,+91 78563 73605,India,Kalighat,Andaman & Nicobar Islands,744202,13.211,92.9389,Chef,1575.0,USD,Full-time,McDonald's,Enterprise (5000+),3,Very Unsatisfied,5,119,16,2023-07-11,No degree,,,,0.0,,AB-,Yes,No,2025-03-03,26.0,Overweight,8,None,Mediterranean,8.2,None,None,1,1,No,2,Not Married,17433.16,672,434.46,163.07,123.89,172.25,9496.63,27444.05,853.59,No
62,Bobbye,Frazier,bobbye.frazier48@gmail.com,1999-04-01,Netherlands,Separated,Female,150,54,+31 6 850 1534,Netherlands,Hoogeveen,Drenthe,3542 VC,52.7166,6.4722,Farmer,1368.0,USD,Freelance,Cargill,Enterprise (5000+),5,Unsatisfied,2,2,18,2021-07-11,No degree,,,,0.0,,B-,Yes,No,2025-12-28,24.0,Normal,5,High,Omnivore,7.1,None,Pollen,1,1,No,3,No,17074.68,588,388.88,214.44,103.94,1946.6,3777.25,2565.19,660.74,No
63,Kennith,Garcia,kennith.garcia57@outlook.com,1982-10-13,Thailand,Widowed,Male,158,114,+66 88 209 973,Thailand,Uthai,Phra Nakhon Si Ayutthaya,13210,14.3667,100.6667,Farmer,2741.0,USD,Full-time,Corteva Agriscience España,Large (501-5000),22,Unsatisfied,1,28,34,2004-07-15,High School,,Local High School,2001.0,0.0,3.52,O+,No,No,2025-09-14,45.7,Obese,0,Low,Mediterranean,6.7,Hypertension,None,0,0,No,1,Not Married,35455.96,770,740.04,350.08,248.55,381.7,7753.34,9500.91,1402.33,No
64,Isa,Duran,isa.duran5@gmail.com,1981-10-11,Argentina,Single,Female,154,118,+54 9 11 3721-1557,Argentina,LA FIRMEZA,Salta,D4193GWG,-25.9121,-64.7939,Chef,3825.0,USD,Full-time,Mugaritz,Small (1-50),21,Neutral,1,67,32,2005-07-15,No degree,,,,0.0,,A-,Yes,No,2025-08-24,49.8,Obese,2,None,Omnivore,6.8,None,None,1,1,No,2,Not Married,45061.21,712,789.63,468.32,308.53,2951.33,21110.0,63209.41,2258.52,No
65,Diana,Córdova,diana.córdova65@outlook.com,1980-02-09,Colombia,Separated,Female,180,54,+57 355 777 4480,Colombia,Medellin,Antioquia,050020,6.2518,-75.5636,Farmer,3334.0,USD,Full-time,John Deere Ibérica,Large (501-5000),28,Neutral,1,87,31,1998-07-17,No degree,,,,0.0,,B-,Yes,No,2026-03-16,16.7,Underweight,10,High,Mediterranean,7.9,None,None,1,1,No,3,Yes,68993.53,778,1086.05,500.69,240.04,396.34,7181.36,20357.34,1507.22,No
66,Paulette,Sanz,paulette.sanz84@outlook.com,1982-10-20,Algeria,Divorced,Female,152,112,+213 627 12 16 78,Algeria,Zaouiet Sidi El Hadj Belkacem,Adrar,01001,29.2687,0.2604,Chef,3260.0,USD,Full-time,Mugaritz,Small (1-50),20,Satisfied,2,0,33,2006-07-15,No degree,,,,0.0,,A+,Yes,No,2026-06-02,48.5,Obese,3,Moderate,Mediterranean,6.2,Diabetes,None,1,1,No,2,Not Married,41087.51,758,1147.52,339.2,290.67,2352.62,11625.4,27703.66,1482.61,Yes
67,Claudia,Escalante,claudia.escalante20@gmail.com,1984-11-23,Uruguay,Widowed,Female,171,71,+598 9869 6528,Uruguay,San Jose De Carrasco,Canelones,15000,-34.8475,-56.01,Scientist,8684.0,USD,Part-time,Merck Group,Enterprise (5000+),12,Neutral,0,90,29,2014-07-13,PhD,Science,Princeton,2013.0,51238.33,3.31,AB+,Yes,No,2026-04-29,24.3,Normal,5,High,Mediterranean,8.6,None,Pollen,0,0,No,1,Not Married,98990.33,646,2472.88,1323.2,878.64,523.34,17154.06,28623.69,4009.28,Yes
68,Melvin,Flores,melvin.flores86@yahoo.com,1973-03-11,South Korea,Married,Female,187,81,+82 18 1776 9491,South Korea,제주시,제주특별자치도,63081,33.4871,126.4839,Designer,5556.0,USD,Full-time,IKEA Design,Large (501-5000),30,Satisfied,2,56,34,1996-07-17,Technical,Design,Technical Institute,1993.0,0.0,,B-,Yes,No,2025-09-02,23.2,Normal,9,Low,Vegan,8.9,None,None,1,1,No,3,No,61475.76,810,1980.38,842.11,339.66,1387.37,18866.46,24747.5,2393.85,Yes
69,Franchesca,Vance,franchesca.vance27@outlook.com,1991-06-24,Malaysia,Divorced,Female,154,79,+60 1200 182 873,Malaysia,Johor Bahru,Johor,80560,1.4634,103.7547,Chef,2976.0,USD,Full-time,Gordon Ramsay Restaurants,Large (501-5000),16,Satisfied,4,9,35,2010-07-14,High School,Culinary Arts,Local High School,2009.0,0.0,3.76,A-,Yes,No,2025-10-01,33.3,Obese,4,Low,Mediterranean,7.6,None,None,1,1,No,2,Not Married,36701.58,691,990.81,382.99,160.06,1007.17,10524.58,30959.29,1442.14,No
70,Jonathan,Marie,jonathan.marie17@yahoo.com,1988-08-05,France,Separated,Male,187,105,+33 7 56 85 35 31,France,Paris,Île-de-France,75009,48.8534,2.3488,Developer,5600.0,USD,Full-time,Google,Enterprise (5000+),15,Satisfied,1,4,30,2011-07-14,Bachelor,Computer Science,University of Tokyo,2011.0,24490.34,2.93,AB+,Yes,No,2024-08-03,30.0,Obese,3,Low,Mediterranean,7.1,None,None,1,1,No,3,Yes,142976.29,637,1738.76,640.77,466.22,186.53,28365.18,51609.23,2754.25,Yes
71,Emiliano,Bahena,emiliano.bahena34@gmail.com,1986-03-30,Costa Rica,Divorced,Female,191,63,+506 7007 7293,Costa Rica,San Rafael,Provincia de Alajuela,20206,10.0267,-84.4748,Developer,5341.0,USD,Full-time,Amazon,Enterprise (5000+),17,Satisfied,3,60,31,2009-07-14,Bachelor,Computer Science,University of Tokyo,2008.0,18407.59,3.12,AB+,Yes,No,2025-04-30,17.3,Underweight,6,High,Mediterranean,7.5,None,Dust,0,0,No,1,Not Married,60472.33,746,1393.04,764.16,639.09,2212.1,28140.41,74409.06,2544.71,Yes
72,Billie,Mcfarland,billie.mcfarland60@outlook.com,1969-09-18,Russia,Divorced,Male,185,80,+7 951 540-31-31,Russia,Прикубанский,Адыгея Республика,385110,45.1139,38.4886,Farmer,4426.0,USD,Full-time,Bayer Crop Science,Enterprise (5000+),38,Very Satisfied,4,1,32,1988-07-19,No degree,,,,0.0,,O-,Yes,Yes,2025-11-24,23.4,Normal,8,Low,Omnivore,8.6,None,"Dust, Medication",0,0,No,1,Not Married,52186.41,823,1213.51,587.19,474.23,1121.67,21130.38,27469.92,2151.07,No
73,Doyle,Foley,doyle.foley29@gmail.com,1967-08-05,Singapore,Widowed,Male,196,118,+65 94962 6628,Singapore,Temasek Avenue,Temasek Avenue,039194,1.2929,103.8609,Scientist,11186.0,USD,Full-time,Biogen,Large (501-5000),28,Satisfied,3,67,32,1998-07-17,PhD,Science,University of Chicago,1996.0,40672.42,3.21,A+,Yes,No,2025-11-08,30.7,Obese,4,High,Omnivore,7.6,Diabetes,None,2,2,No,3,Not Married,128894.33,708,2627.74,1640.79,761.07,6373.44,59841.87,120533.87,6156.39,Yes
74,Virginia,Campos,virginia.campos42@outlook.com,1983-05-24,South Africa,Widowed,Female,185,97,+27 61 892 9595,South Africa,Pretoria,Pretoria,0084,-25.7069,28.2294,Developer,5873.0,USD,Contract,Amazon,Enterprise (5000+),21,Very Satisfied,3,38,31,2005-07-15,Bachelor,Computer Science,Harvard,2005.0,8218.83,3.11,O+,Yes,No,2025-11-22,28.3,Overweight,5,Low,Keto,6.5,None,Pollen,0,0,No,1,Not Married,71021.04,850,2440.88,598.86,621.25,0.0,25143.66,63205.19,2212.01,Yes
75,Juan José,Crespo,juan josé.crespo30@yahoo.com,1998-08-27,Argentina,Married,Male,163,66,+54 9 11 7260-9680,Argentina,OVANDO,Salta,B4190YBC,-25.8,-65.1,Scientist,5950.0,USD,Part-time,Thermo Fisher Scientific Iberia,Large (501-5000),0,Satisfied,1,42,18,2026-07-10,PhD,Science,Caltech,2027.0,68372.6,3.29,O-,Yes,No,2025-10-29,24.8,Normal,8,High,Mediterranean,8.3,None,None,0,0,No,2,No,72174.28,549,1330.03,720.23,457.44,9786.14,24962.36,70253.16,3442.3,No
76,Patrizia,Quartuccio,patrizia.quartuccio30@yahoo.com,1990-12-28,Italy,Separated,Female,195,98,+39 353 302 5971,Italy,Secinaro,Abruzzi,67029,42.1506,13.6814,Doctor,6752.0,USD,Part-time,Cleveland Clinic Florida,Medium (51-500),6,Very Satisfied,2,21,27,2020-07-11,PhD,Medicine,Yale,2019.0,43170.28,3.29,A-,Yes,No,2025-05-03,25.8,Overweight,8,None,Mediterranean,7.5,None,Pollen,2,2,No,4,Yes,165354.94,535,2282.26,916.2,577.18,1457.05,31068.58,41365.13,2976.36,No
77,Lenita,O'neal,lenita.o'neal69@outlook.com,1984-11-14,Malaysia,Separated,Female,175,91,+60 1583 408 216,Malaysia,Johor Bahru,Johor,80546,1.4634,103.7547,Doctor,8046.0,USD,Full-time,Cedars-Sinai Medical Center,Large (501-5000),11,Satisfied,4,104,22,2015-07-13,PhD,Medicine,Yale,2013.0,50735.82,3.92,B-,Yes,Yes,2026-02-04,29.7,Overweight,6,Low,Mediterranean,7.5,None,None,0,0,No,2,Yes,194035.08,752,1966.34,1238.11,787.8,3749.18,35444.84,64747.51,4053.75,Yes
78,Berta,Redondo,berta.redondo23@outlook.com,1984-10-23,Algeria,Widowed,Female,198,72,+213 679 54 42 74,Algeria,Aougrout,Adrar,01012,28.7029,0.3352,Scientist,7514.0,USD,Full-time,Roche,Enterprise (5000+),12,Very Satisfied,4,61,25,2014-07-13,Master,Science,ETH Zurich,2009.0,14293.5,3.46,A+,Yes,No,2026-05-14,18.4,Underweight,5,Low,Mediterranean,7.4,None,None,2,2,No,3,Not Married,88299.12,604,2764.92,1139.21,432.55,4150.25,30525.92,76362.85,3177.32,Yes
79,Edra,Herrera,edra.herrera20@outlook.com,2001-07-02,Japan,Single,Female,171,88,+81 76 2869 8718,Japan,Heijimanishi,Aichi Ken,498-0033,35.0966,136.7335,Engineer,3231.0,USD,Part-time,Stantec,Large (501-5000),2,Satisfied,3,57,17,2024-07-10,Technical,Engineering,Community College,2021.0,0.0,,A-,Yes,No,2025-07-18,30.1,Obese,1,High,Mediterranean,7.0,Hypertension,None,2,2,No,3,Not Married,38178.43,684,792.27,513.78,262.65,4010.16,15343.44,23580.94,1662.3,No
80,Cisco,Carmona,cisco.carmona14@outlook.com,1992-03-11,Malta,Divorced,Male,192,95,+356 7850 2695,Malta,Xewkija,Ix-Xewkija,XWK,36.0333,14.2611,Scientist,6414.0,USD,Full-time,Roche,Enterprise (5000+),7,Very Satisfied,5,37,26,2019-07-12,Master,Science,MIT,2016.0,41908.54,3.69,B-,Yes,No,2026-01-09,25.8,Overweight,5,Moderate,Mediterranean,8.0,None,Dust,2,2,No,3,Not Married,79818.67,680,1901.1,760.63,395.51,1444.39,39195.27,80427.41,3356.75,No
81,Guillermina,Juárez,guillermina.juárez18@outlook.com,1985-04-29,Uruguay,Separated,Female,165,80,+598 9717 7993,Uruguay,Cerro Signorelli,Artigas,55000,-30.5878,-56.7362,Farmer,2677.0,USD,Full-time,Finca Moncloa,Small (1-50),18,Neutral,2,40,35,2008-07-14,High School,,Technical High School,2003.0,0.0,2.62,B-,Yes,No,2026-04-02,29.4,Overweight,3,Low,Mediterranean,7.5,None,Medication,0,0,No,2,Yes,69361.36,627,556.94,347.42,233.36,5306.0,12549.15,15115.14,1539.28,No
82,Rosalía,Reyes,rosalía.reyes20@yahoo.com,1994-08-31,Spain,Divorced,Female,190,117,+34 668 683 589,Spain,Retamar,Andalucia,04131,36.8445,-2.3073,Farmer,1788.0,USD,Full-time,Huerta de la Vega,Small (1-50),9,Unsatisfied,2,30,27,2017-07-12,No degree,,,,0.0,,A+,No,No,2024-10-25,32.4,Obese,4,Moderate,Mediterranean,6.1,None,Pollen,1,1,No,2,Not Married,21953.74,643,487.6,239.77,136.48,1682.2,7710.29,20723.83,924.15,No
83,Séfora,Carmo,séfora.carmo36@outlook.com,1977-09-30,Brazil,Married,Female,171,72,+55 41 91243-8223,Brazil,Piranhas,Alagoas ,57460-000,-9.5481,-37.7453,Developer,6658.0,USD,Full-time,Microsoft,Enterprise (5000+),28,Satisfied,3,117,31,1998-07-17,Technical,Computer Science,Technical Institute,1998.0,0.0,,AB-,Yes,No,2025-09-07,24.6,Normal,5,Low,Vegetarian,8.8,None,None,4,4,No,6,Yes,144819.67,795,2674.38,834.16,430.09,1746.35,24655.99,22286.82,2719.37,Yes
84,María,Figueroa,maría.figueroa53@yahoo.com,1973-05-29,Colombia,Married,Female,196,56,+57 364 288 9804,Colombia,Medellin,Antioquia,050047,6.2518,-75.5636,Developer,7654.0,USD,Full-time,Slack Technologies,Medium (51-500),29,Very Satisfied,2,6,31,1997-07-17,Technical,Computer Science,Technical Institute,1993.0,0.0,,AB+,Yes,No,2026-05-28,14.6,Underweight,3,Low,Keto,8.5,None,Food,4,4,No,6,Yes,187132.23,729,2894.04,1142.12,672.68,660.08,12856.89,14875.67,2945.15,Yes
85,Joaquina,Carmona,joaquina.carmona21@outlook.com,2004-01-24,Spain,Widowed,Female,200,66,+34 697 701 316,Spain,Almeria,Andalucia,04001,36.8381,-2.4597,Chef,1566.0,USD,Full-time,Mugaritz,Small (1-50),3,Very Unsatisfied,2,83,16,2023-07-11,No degree,,,,0.0,,A-,Yes,No,2025-07-27,16.5,Underweight,11,High,Omnivore,8.6,None,Dust,2,2,No,3,Not Married,18341.0,513,433.34,262.72,160.36,2994.6,6663.01,8827.57,709.58,No
86,Brandon,Martin,brandon.martin59@yahoo.com,1979-12-16,United Kingdom,Widowed,Female,150,107,+44 7178 235 948,United Kingdom,Burstwick,England,SX2 8VJ,53.7321,-0.1396,Developer,5886.0,USD,Full-time,Adobe,Large (501-5000),24,Satisfied,0,85,34,2002-07-16,Technical,Computer Science,Technical Institute,2000.0,0.0,,B+,Yes,No,2025-09-03,47.6,Obese,1,Moderate,Keto,7.7,None,"Dust, Medication",0,0,No,1,Not Married,64416.3,664,1560.95,867.95,307.12,6243.21,13303.88,16807.85,3149.98,No
87,Estefanía,Ibanez,estefanía.ibanez51@outlook.com,2001-11-06,Malawi,Divorced,Female,174,117,+265 910 44 98 96,Malawi,Mangwazu,Central Region,201117,-13.0,33.4167,Developer,3455.0,USD,Full-time,Basecamp,Small (1-50),2,Neutral,3,105,21,2024-07-10,Bachelor,Computer Science,Stanford,2024.0,1076.95,2.64,AB-,Yes,No,2025-08-23,38.6,Obese,5,Moderate,Omnivore,6.3,Hypertension,None,0,0,No,1,Not Married,39252.06,541,894.17,355.32,224.92,7806.75,18418.17,51670.61,1980.59,Yes
88,Gia,Bruce,gia.bruce76@outlook.com,2004-02-05,Turkey,Separated,Female,186,114,+90 537 977 4044,Turkey,Konuklu,Adiyaman,02300,37.6,37.9333,Farmer,1416.0,USD,Full-time,Seminis (Bayer),Medium (51-500),2,Very Unsatisfied,1,8,17,2024-07-10,High School,,Private High School,2022.0,0.0,3.9,AB-,Yes,No,2025-12-21,33.0,Obese,3,High,Omnivore,6.0,None,None,0,0,No,2,Yes,35096.53,550,345.56,181.11,158.83,128.42,6157.54,11830.39,730.5,No
89,Lyla,Shaw,lyla.shaw47@outlook.com,1975-07-09,Australia,Widowed,Female,182,51,+61 435 685 462,Australia,Canberra Airport,Australian Capital Territory,2609,-35.3179,149.1832,Scientist,8126.0,USD,Full-time,Roche,Enterprise (5000+),22,Satisfied,1,34,35,2004-07-15,Master,Science,Cambridge,1999.0,11263.8,3.33,B-,Yes,Yes,2025-11-09,15.4,Underweight,9,None,Omnivore,8.6,None,None,2,2,No,3,Not Married,102399.22,836,3594.54,1456.31,823.54,105.68,19119.48,23051.87,2251.61,Yes
90,Vivienne,Carson,vivienne.carson35@gmail.com,2002-05-29,Ukraine,Married,Female,153,81,+380 84 479 1871,Ukraine,Потапці,Cherkaska,19013,50.0589,30.6534,Architect,3640.0,USD,Full-time,Jacobs Solutions,Enterprise (5000+),0,Very Satisfied,5,33,16,2026-07-10,Master,Architecture,MIT,2026.0,32344.23,3.12,AB+,Yes,No,2024-11-15,34.6,Obese,3,Low,Mediterranean,7.8,None,None,0,0,No,2,Yes,79646.71,606,870.44,561.54,273.6,1113.63,22894.71,45157.58,1934.42,No
91,Jonás,Vigil,jonás.vigil22@gmail.com,1971-12-30,Costa Rica,Married,Female,175,117,+506 6471 8240,Costa Rica,San Rafael,Provincia de Alajuela,20803,10.0985,-84.2578,Artist,3960.0,USD,Full-time,Cartoon Saloon,Small (1-50),35,Satisfied,2,49,33,1991-07-19,High School,Arts,Local High School,1990.0,0.0,3.4,B-,Yes,No,2026-06-05,38.2,Obese,3,Moderate,Keto,7.8,None,None,0,0,No,2,No,47730.45,848,1075.85,472.26,217.02,52.05,22172.39,41664.63,2194.88,No
92,Martino,Marcellino,martino.marcellino13@gmail.com,1992-09-11,Italy,Separated,Male,165,58,+39 383 601 8543,Italy,Cavate,Abruzzi,67039,42.0073,13.9294,Developer,4071.0,USD,Full-time,Atlassian,Medium (51-500),9,Satisfied,4,81,26,2017-07-12,Technical,Computer Science,Technical Institute,2013.0,0.0,,AB+,Yes,Yes,2025-10-26,21.3,Normal,10,Moderate,Omnivore,8.1,None,Dust,1,1,No,3,Yes,93508.25,621,1047.88,711.45,479.26,2323.03,7603.87,17685.25,1832.4,Yes
93,Ernesto,Zapata,ernesto.zapata70@gmail.com,1970-03-20,Peru,Widowed,Male,170,91,+51 991 104 262,Peru,Tranca,Amazonas,01210,-6.1081,-77.6855,Artist,5436.0,USD,Full-time,Walt Disney Studios,Enterprise (5000+),37,Very Satisfied,5,34,35,1989-07-19,High School,Arts,Local High School,1988.0,0.0,3.61,B-,Yes,No,2026-01-26,31.5,Obese,1,High,Mediterranean,7.6,Hypertension,Dust,1,1,No,2,Not Married,60705.42,817,1924.95,731.12,436.92,1354.35,27705.99,42542.83,2343.01,Yes
94,Jeramy,Hewitt,jeramy.hewitt42@yahoo.com,1969-07-29,New Zealand,Single,Male,165,58,+64 23 188 737,New Zealand,Te Atatu Peninsula,Auckland,0661,-36.841,174.6522,Designer,7488.0,USD,Full-time,IDEO,Medium (51-500),31,Satisfied,2,74,32,1995-07-18,Technical,Design,Vocational School,1990.0,0.0,,B-,Yes,No,2026-01-08,21.3,Normal,5,None,Vegetarian,7.0,None,None,2,2,No,3,Not Married,82392.01,783,2070.86,1314.84,406.15,2014.37,24895.25,65931.23,3696.15,No
95,Cinderella,Green,cinderella.green88@yahoo.com,1983-01-15,Ukraine,Widowed,Female,185,78,+380 92 719 6792,Ukraine,Грищинці,Cherkaska,19015,50.0589,30.6534,Chef,3026.0,USD,Full-time,El Celler de Can Roca,Small (1-50),22,Neutral,1,69,34,2004-07-15,No degree,,,,0.0,,O+,Yes,No,2025-09-11,22.8,Normal,11,Low,Vegetarian,7.3,None,None,1,1,No,2,Not Married,34927.28,775,1149.47,424.83,258.35,105.91,12534.6,6564.51,1193.36,Yes
96,Nuria,Crespo,nuria.crespo71@yahoo.com,1972-01-19,Algeria,Separated,Female,179,63,+213 651 51 56 13,Algeria,Bouhamed,Adrar,01007,27.1877,-0.1746,Farmer,4208.0,USD,Full-time,Rijk Zwaan,Medium (51-500),35,Neutral,0,69,32,1991-07-19,No degree,,,,0.0,,B-,Yes,Yes,2026-03-31,19.7,Normal,8,Low,Mediterranean,8.4,None,Medication,1,1,No,3,Yes,105353.59,672,1298.6,725.83,217.29,1718.48,19619.46,46055.83,1966.28,Yes
97,Morris,Atkins,morris.atkins60@yahoo.com,1969-04-05,Malaysia,Single,Male,186,57,+60 1614 623 726,Malaysia,Johor Bahru,Johor,80150,1.5074,103.7329,Designer,6984.0,USD,Part-time,IKEA Design,Large (501-5000),35,Satisfied,2,112,33,1991-07-19,Technical,Design,Community College,1989.0,0.0,,AB+,Yes,No,2025-08-26,16.5,Underweight,9,Moderate,Omnivore,7.2,None,Medication,1,1,No,2,Not Married,84938.47,743,1680.52,907.76,457.01,3075.18,28645.65,51890.44,3938.71,Yes
